,variance
APOL2,0.005219457226797
TMEM45A,0.005216132849076036
RIPOR2,0.005210319564746139
MIR181A1HG,0.005209509363827624
NCOA3,0.005208792093934217
NFKBIZ,0.005193149137167683
PAPPA-AS2,0.005192913665604268
CEBPD,0.005186305691141397
ZBTB16,0.005182212531784809
CMYA5,0.005172515451066282
IQCJ-SCHIP1,0.005153723897426584
FAIM,0.00514744351427855
UNC79,0.005146886346764612
NT5DC3,0.005142796905200475
RBPMS-AS1,0.005141883875792963
EBF3,0.005129279081359899
GPR150,0.005129142729101634
ZNF10,0.005122253781069401
SAMD11,0.0051144825640690676
IGFBP7,0.005109896970080994
LRRC1,0.005104122816218228
VSIR,0.00510231614406429
PEG10,0.005078634888390557
CCBE1,0.00507640834259945
STAC,0.005064399103543117
PLCL2,0.005063941839717158
MAMLD1,0.005061261076380046
TESK2,0.005055484746358623
PAPPA2,0.005040372426843744
CYGB,0.005039776413752139
BMP2K,0.00503909130119503
KSR1,0.005037669315892971
ZNF131,0.0050240693161643785
DLX2,0.005018247724107026
CNTNAP3B,0.005014283159927356
HERPUD1,0.005012587450189493
AHCYL2,0.0050098057430577655
TBX15,0.005006597613087304
KLHL29,0.0050061226414772194
LIMD1,0.005005129804546182
WNT5B,0.005003123172822529
GSE1,0.0049981482882534315
LRRC32,0.004996027759467375
WARS,0.0049958453932987664
PHLDA1,0.004965202621828284
DCN,0.004957362082839118
PAPPA,0.004955219837685039
GDPD5,0.004952242839047822
NANOS1,0.004943194064059965
SAA1,0.004939819346522333
PLD1,0.004935496312202579
ARRDC3,0.004928094883460638
ANKUB1,0.004927340122335706
HCFC1R1,0.004925247364386676
STK38L,0.004925233279310942
IL1RL1,0.004908010091585854
PRPS1,0.004902150945044396
FHL1,0.004888859059067603
NEXN,0.004876211779199925
MOCOS,0.004873483304853773
SGK2,0.004869270036414922
TNFAIP8,0.004867790289911666
LMCD1,0.004866126977374381
FAM91A1,0.004854615696373203
COLEC12,0.004847789214688343
FAT1,0.004846656774056133
SAMD4A,0.004844610107697161
MT1X,0.004837472463205996
SYN2,0.0048032339049150115
SOBP,0.004798471294272518
FAM214A,0.004795677222741798
EGR1,0.0047936726407654525
TPM4,0.004782350341838102
DTWD2,0.004774576229858784
NHLH1,0.00477107422130078
DLD,0.004768274887123808
FAM20A,0.004767297782059898
CATSPERE,0.004765405387623507
MARCH3,0.004754173884649406
BMPER,0.004753546457090078
SMOC1,0.004749662455574371
HS3ST3A1,0.004749597769585449
PGM1,0.00474712504426355
EBF2,0.0047439873630286435
G0S2,0.004722335356440371
SMAD9,0.004714489905592752
DCBLD1,0.0047125834832991145
ZEB2,0.004707623334391282
FRMD4A,0.004700051346132577
SNAPC1,0.004698119463208208
MAP3K8,0.004684340250059795
DPH6,0.004684108046348484
MFSD2A,0.004683401666801462
SLIT2,0.004660341005271523
FBXL7,0.0046600147197932715
ENOX1,0.004640718839649039
APMAP,0.004638190988457214
HYOU1,0.004637452173471004
TEX14,0.004627175784214935
MEG8,0.0046242267822510725
ZNF75D,0.004615075635118034
RND3,0.004602395686577379
CUL4B,0.004593374881362609
SLC16A7,0.004578272405018623
CD163L1,0.004572661143041705
SLC45A4,0.004565413311834783
FRMD6,0.004560270193106457
TNFAIP3,0.004559833006144554
TNFRSF10B,0.004559483664491869
TRABD2B,0.004558288564105574
SLC25A1,0.004555217721622993
CRYAB,0.00453410803778117
SGO2,0.0045340349837744345
DYNC1I1,0.004516900724109812
RPGR,0.004513800917909309
DNMBP,0.0045081929416221885
KCNQ1OT1,0.00449816559338244
TMEM158,0.004496419745952188
IER2,0.004493103088223011
SNHG12,0.004492465759419637
HMGB3,0.004491536188419088
PNPLA2,0.004485402660120722
ANKRD35,0.004476312873852503
ANKRD13A,0.004469807551312238
MT1M,0.004465158487456827
TPX2,0.004438713700419817
BDKRB1,0.004437849280728041
GYPC,0.004437126211537336
MRTFB,0.00443689501589752
DIPK2A,0.004436433286695485
OSBPL10,0.004430839254982669
CCNA2,0.004426184555788634
SGIP1,0.004420051082775693
CRABP2,0.004418013946995843
NAALADL2,0.004415857941175969
ALPK2,0.004408603248268305
SEMA3A,0.0044062692100120225
MANEA,0.0043787212132849465
COL1A1,0.004377732145007857
FSIP1,0.004364842280107854
LARGE1,0.004352568935283013
AUTS2,0.004347386404112199
GCHFR,0.004335924094814155
NFIB,0.004331435269254073
ST8SIA1,0.004328983541643185
AREG,0.0043188323194424455
INHBB,0.004315867430176633
PAIP1,0.00430827422700089
HIST1H1C,0.004295509571641164
RAD51B,0.004295314072509523
CPEB4,0.0042941621337598684
RNLS,0.004290670678209614
PCED1B,0.004286756313789375
CS,0.004285236041577547
CPNE8,0.004268424055549237
ZC3H3,0.00425951770529484
HAVCR2,0.004251365183323095
ITPR1,0.004241973573878069
ITGB8,0.004236407280428696
ANKRD36C,0.004233184046814359
PDHA1,0.004231194288141918
SIX1,0.004224648091499655
ABTB2,0.004216702866872663
JUNB,0.004215728850700603
MAST4,0.004214832039258695
EPHB6,0.0042102560059491785
CEP135,0.0042099167388241245
SESN2,0.004203987869152541
TUBB2A,0.00419854775728578
OXTR,0.004195936400324844
GPAT3,0.004184466440795933
PTK2B,0.004177003957677269
CADPS2,0.004172550552691116
SLC2A13,0.004164257582971527
CBLB,0.004155266931527615
MIR100HG,0.004154805673848146
TRIB3,0.004135035861042832
FHL2,0.004131543094689505
TAFA2,0.004130810518967448
ATF3,0.004127534708044827
GCLM,0.004122017733336121
CSAD,0.004121813887677108
CLDN15,0.0041081632543066475
TIAM1,0.004099353140773206
TENT5A,0.004064457262720038
SYNPO2,0.004055270182495842
NTN4,0.004011764822874429
STC1,0.004010389138030984
CDK17,0.00400970397640267
CCNB1,0.004009653358043225
EFNA5,0.0040022710565717
MT1E,0.004001502950144245
HIP1,0.003998850775069472
AMMECR1,0.003984415520488075
OLMALINC,0.0039593086087470345
ARHGEF28,0.003958092445503693
SNTB1,0.003955343990483081
RAB3B,0.003953527869054781
PYGB,0.003945948827229162
TNS1,0.003915914599478393
PARM1,0.003904264735944611
PALLD,0.0038896018037059606
CD52,0.0038885989291405675
CNR1,0.003864225923569825
HIVEP3,0.0038495394613430275
ACO1,0.003837373054966734
CENPF,0.003835762993183055
IER3,0.00383025129851504
SH3RF1,0.003825459768558643
RTN1,0.0038199049744445527
GLCCI1,0.0038156487240326026
MIR181A2HG,0.003809975117702734
PAX3,0.0038074265881263736
CD44,0.0038051664448779284
ZNF385B,0.003796468943479564
UBASH3B,0.0037941282109631414
ANGPT1,0.0037839923215718164
PBX3,0.003773563779938262
TCEAL1,0.003773431265945036
B4GALT1,0.0037696218544924173
PKP4,0.003768509733478723
MID1,0.0037616791458080787
RIMKLB,0.0037603159840162177
ADM,0.003757806823421116
CLGN,0.0037344085920679978
CEMIP2,0.003731866110514043
BMPR1B,0.0037270187211969454
ADAM10,0.0037200232379018938
NR2F1,0.003713623029817334
SIK2,0.0037080239705129625
CRLS1,0.0036993695606583766
VKORC1L1,0.0036959042746524643
FGF2,0.003689810988899513
MDK,0.0036874830417320194
LOXL2,0.0036858269247311503
SLC4A4,0.0036786425122238443
ALDH1A2,0.003677267363939403
TSHR,0.0036721519513962216
KIAA1755,0.003662104690204225
PHKA1,0.003652082305261418
CDKN1A,0.003640300341353281
GGCT,0.0036283917251751403
MANF,0.003624656252053867
PELI2,0.003615096895131191
LVRN,0.003601062084194709
RRAS2,0.0036004762673324405
SMILR,0.003597748782903555
RECK,0.0035946610100737113
DHRS9,0.0035800158150832116
TPRG1,0.0035572811438714146
DNAJB9,0.0035505486129221936
ADAM12,0.0035489623837434946
ANXA4,0.0035280842296993463
PRICKLE2,0.003525910415600462
MAFF,0.003524458379178815
TSEN54,0.0035241676557512132
CDC14A,0.0035169907500842965
SOD2,0.0035078720330495392
BICC1,0.0035071843936089354
MBNL2,0.0035058038341577794
SYN3,0.003490677210940875
SAMD3,0.0034470354176805843
RASAL2,0.003436323056332968
TIPARP,0.003427845512780704
SPRY4-AS1,0.003421592605434182
SCN3A,0.0034160872453525117
NRG1,0.0034032279666213147
DAPK2,0.003377487733679467
DEPP1,0.003377447686484297
ZBTB38,0.0033755372128407893
MBP,0.003351087009628324
OMD,0.0033414946622497463
CAVIN3,0.003326053516110315
IDH1,0.003325898199654692
BACH2,0.0033178835244547377
MDM2,0.003311359209533676
FAM161B,0.0032951131105744776
EGFR,0.0032933014070524874
FADS2,0.003283729494317578
CDK14,0.0032792311164276115
ROR1,0.0032689078707984777
ZFPM2-AS1,0.003263952724630797
RASD1,0.0032577377213845204
KLF9,0.0032539840309817806
TOP2A,0.0032400313971174236
ARHGAP29,0.003234863058297288
LMCD1-AS1,0.003231683405533364
GLIS3,0.003230993442444273
SPOCD1,0.0032266891791784716
THSD7A,0.003217035694561578
GULP1,0.0032113280595574157
ACSL3,0.003205698239924379
AJ009632.2,0.0031644015937309844
HSPA1A,0.0031581043297740684
PLPP3,0.0031561862332478785
ANTXR2,0.0031529952793699946
PEX5L,0.0031507840482138095
NEK10,0.003148385210483244
WDPCP,0.0031450928506971797
TLE4,0.0031421044943622267
CABYR,0.0031230644956553697
FAM13A,0.003108991736787058
ABCA10,0.003096020656946955
MIR155HG,0.003086537647911738
TSPAN15,0.0030826963293602285
STK17A,0.0030605408776613807
GABPB1,0.003050701817749781
BASP1-AS1,0.0030381194524856012
SYNE1,0.0030267497574868562
HMOX1,0.0030188601382030336
DECR1,0.003016176581574935
CEMIP,0.003014686270749067
PCP4L1,0.003011158804279125
SPATA9,0.003007309846632608
CCL2,0.002991466044125101
GPT,0.002990484330224577
CTSC,0.0029835965366205733
ROBO2,0.0029610712579818898
CCDC30,0.002947582401538312
SPIN3,0.002946821343306649
TNXB,0.0029267292572129574
SCUBE3,0.002924591423274699
CRABP1,0.0029208782984910284
GIPC2,0.0029188328621464737
FOXQ1,0.0029143323831634575
ZNF385D,0.0029041773247863744
MAGI2,0.0028923315980628208
SLC3A2,0.002889887208059492
SHANK2,0.002882457477873638
SCG2,0.002881474566174299
PLPP1,0.002879262038620849
CAMP,0.002872963688267392
TNFAIP2,0.002860639781706723
CDHR3,0.0028513770936800793
ELOVL5,0.002846303196618966
IFI27,0.002832508547052604
CAV2,0.0028209889007680135
NBN,0.0028128312487293154
SLC25A18,0.0028116425385452844
PRSS12,0.0028071113716848766
APBB1IP,0.0028043859037631628
ALDH1A3,0.0028030962688885388
ISM1,0.002799513461692139
IL6,0.002794690480933729
MORN1,0.0027910765043540277
PLEKHA5,0.0027806538706969587
LRRN3,0.002780540715919729
TRHDE,0.0027756048171434728
DCAF8,0.002775486931600165
IL1B,0.002765474183305159
NMNAT2,0.002750512950338632
HIST1H2BC,0.002740844215733199
RHOB,0.0027239685809515965
ZNF438,0.0027128138957265785
PPARG,0.0026964960590594184
GLRX,0.002694879951256903
ZBTB20-AS5,0.002679614937264294
ACSS3,0.002679533393060293
FER1L6,0.002677002006404507
ASPN,0.002669628821910489
IGF2,0.002663914220651598
CYP26B1,0.0026590062877842554
NOG,0.0026356748125437213
PCDH10,0.00262680894739141
COL5A1,0.0026226732586498076
PDZRN3,0.00261247063931407
PPP1R12B,0.0026007163393033947
SCHLAP1,0.0025968647869002276
SRGN,0.0025955646559076826
HSPH1,0.00259146785491906
PUS10,0.0025891123127785207
ZSWIM6,0.0025857466654091157
EIF4EBP1,0.0025743983568255
TENT5C,0.0025694587705025426
CDH18,0.0025520187182591822
EGLN3,0.0025343754041426574
SEMA3C,0.0025309252084333126
IGFBP4,0.0025125098481745
PCAT1,0.002505713135471038
CACNB2,0.002501896837232401
CCDC26,0.0025005867163418703
GLRX2,0.0024886448791894915
ARHGAP24,0.0024840563287950443
CCN4,0.0024791368972364547
HAS2,0.002478350907709047
H1FX,0.0024743071540153806
AMPD3,0.002470712110914536
PTGS2,0.002437184601561401
PEAK1,0.0024205750837402885
FOXO3,0.0024073636037699477
CES1,0.002399689263525982
NUPR1,0.0023992813850388377
MPC2,0.0023924050523198392
PRKCE,0.0023862903185340786
ANKFN1,0.0023860228542652464
PROCR,0.0023679026265915073
PLK3,0.002362794480231642
PTN,0.002352790608789537
VASH2,0.0023443286321605853
SULF2,0.0023178455982863556
HSD11B2,0.0023028198016346603
ATP1B1,0.002290843093176428
ACACA,0.00228585481411013
KLHL20,0.0022807348636036924
TSPAN13,0.0022499314766849573
FSTL1,0.002247996970284336
GFPT1,0.002245691984121907
PCNX1,0.00224263452519471
ACKR3,0.0022406076408037633
GRIA3,0.0022405966347881115
UBE2E2,0.0022165675015958543
CNTNAP2,0.0022070317139214783
KCNK15,0.002193477601982368
FIRRE,0.002187419446865046
LPL,0.0021857497502604717
CACNA2D1,0.0021808782452862815
AADAC,0.0021786808404862038
ZNF831,0.0021761592255692005
GATA6,0.002172561875162221
CHSY3,0.0021580549274354656
TIMM8B,0.0021486931609730722
RNF144B,0.0021466394325072606
VCAN,0.002139640348446505
MAP1B,0.002137745076541526
MIR924HG,0.0021288445027635564
AKAP5,0.0021218854400915596
DISC1FP1,0.002118372020678828
RNF175,0.002115755540435962
ANO6,0.0020992884651888435
ARG2,0.002091723269471817
ACSL4,0.0020857218060598565
DUSP2,0.002067561902479299
AUXG01000058.1,0.0020671366107695927
SLC7A10,0.002062735319986184
COL14A1,0.0020452572017716215
DISC1,0.0020449511517693373
NABP1,0.002044490037327142
AKR1C3,0.002040311841339225
DENND2A,0.0020344358276352093
CPB1,0.0020321847783642865
HMGA2,0.0020284231036970276
MAP2,0.0020192557321751493
PMAIP1,0.0020100423780189626
H2AFJ,0.002009370992274759
CHST1,0.0020037659811960235
RGCC,0.0019946093451927386
CCL19,0.001988459903465476
GADD45B,0.0019883535862157175
CYCS,0.001985461932662159
GALNT18,0.0019734111476049777
CLSTN3,0.001967480146328162
THBD,0.0019589104079431687
LYVE1,0.0019586050334963493
HTR2A,0.0019470390528792709
GADD45G,0.001945279812862639
LSP1,0.0019370382731093356
IGFBP5,0.0019329964306219484
MIR210HG,0.001929796749587668
GBE1,0.001910539372027168
SOX2-OT,0.0019101788219986757
APCDD1,0.0019094294054209844
STK17B,0.0019093857297596802
CACNA2D3,0.0019053766222102346
EXT1,0.0018983580452026413
TLCD4,0.0018900736778128958
PGM5,0.0018884875556629275
COPS8,0.0018757393717162135
WDR66,0.0018675541529322276
NPY2R,0.001866508230783539
KAZN-AS1,0.0018585584993883002
LMO4,0.0018448287291231835
STK39,0.0018430157472813333
STAR,0.0018356092231695876
AKAP12,0.0018296597487744094
SERTAD4,0.0018224673064181993
SCRG1,0.0018144572533743783
ECHDC1,0.0018096335646012169
NAMPT,0.0017860384253978393
GLUL,0.00177157464300408
MALINC1,0.0017704892227194122
ADGRL1,0.001751741683242809
RSKR,0.00174961985332914
CCNH,0.0017490645415461905
ACAA2,0.0017458373997878294
STOM,0.001744862929348032
PSD3,0.0017437706455651445
NAV3,0.001737728011309538
HELLPAR,0.0017273766690923153
CMKLR1,0.001713697606427761
ANKS1B,0.001701068955961615
DLX5,0.0016943330150396222
ADAMTS18,0.0016918319495029127
CREB3L2,0.0016862677049477677
MYBL1,0.001684526595749537
TCEAL9,0.0016825486927460021
FAM184A,0.0016743931788387968
ADAMTS9-AS2,0.0016717903234253644
ARNTL2,0.0016709180386013248
AP3B2,0.001669873714794197
QPRT,0.0016651004433199642
ASAH1,0.001663076358059943
GPRC5A,0.0016511319531327447
ADH4,0.0016451643495564749
NUSAP1,0.001642759014136365
SNTG2,0.001625249661946352
LMNTD1,0.001622897589262957
MACROD2,0.0016228311491366075
ANO5,0.001614646434718224
FGF12,0.00161324459040998
STK32B,0.001605836760570559
EREG,0.0015970609367221007
DDN-AS1,0.0015873701572787701
SPANXA2-OT1,0.0015868874165609077
FABP3,0.0015856775340967895
WTAP,0.0015831826246058508
MARCKSL1,0.0015787196167157448
MDH1,0.0015713166766885276
COX14,0.001566601065076282
PPL,0.0015648423788005906
CXCL1,0.0015555853594996828
BTBD11,0.0015485654610018565
TNMD,0.0015292297147093167
PCLO,0.0015270620829011536
ID2,0.0015088826046931452
PTPN22,0.001501206015735332
SFRP1,0.0014964920266473235
HEBP2,0.0014947081934441548
UQCRFS1,0.0014785913267317886
DIAPH3,0.0014571843061016484
CXCL2,0.0014447691057684212
RELT,0.0014425422305190392
ENAH,0.001439946349566571
FBN1,0.001418716889330783
PRKCA,0.0014122711282240684
KRT14,0.0014080994030965634
DTX1,0.0013997370287673987
MSH4,0.001396653361929225
DST,0.0013862592435312344
MT1F,0.0013860525469255901
EML6,0.001372907753367873
RSPO1,0.0013603559242191818
GLDN,0.0013579798174492967
FN1,0.0013362491544549483
EVI2A,0.0013359910402267062
CCDC80,0.0013352611169104992
CCDC181,0.0013331014953165499
ZFHX3,0.0013310141027683573
CHAC1,0.0013155833894630325
MLIP,0.001307908374075676
SPTBN1,0.0012982500429896716
DPP4,0.0012898215020077334
CDH13,0.0012885808256222523
SLC6A8,0.001286615996787576
PTPRH,0.0012761843752653063
VAT1L,0.0012687378223783302
TXNIP,0.0012651010512651367
COX7A1,0.0012598428955454333
ATF4,0.0012592637651482306
TDO2,0.001258148185541775
STAT1,0.0012440956956462548
TRIO,0.0012419948422475696
CFAP161,0.001240349361637554
KCNAB1,0.0012400159312598682
ADRA2A,0.001223632402145064
DBI,0.001222194065125795
RMDN2-AS1,0.001216679372288005
TNNT3,0.0012127032673398945
SV2A,0.0012051477638591584
CCNL1,0.0011913481119154399
RSPO2,0.001177635190099681
NDC80,0.0011724114337496583
TMLHE-AS1,0.0011660489007432047
NEURL1B,0.0011589464506398394
TXNRD1,0.0011436807738893448
CSF1R,0.0011338782370716178
TMEM178B,0.0011309634377156188
SLC25A48,0.0011302886676238721
ITIH4,0.0011288137523225877
MRVI1,0.0011185429576752639
COX7B,0.0011181811592674042
COL1A2,0.0011106920330076733
PNP,0.001108140221860575
GPM6B,0.0011076659413933646
LAMA3,0.0011047789933595381
PROK1,0.0011029324723963777
CACNB4,0.0011012953387680028
ACOT12,0.001097737821689637
RBPMS,0.001089547783826098
EDA,0.001086024023774569
CXCL14,0.0010678465033942223
C18orf63,0.0010670534939801915
RGS18,0.0010668825572090613
AFF2,0.0010661723085766996
HSD11B1,0.001064464349874013
TMEM37,0.0010638361359624968
ADGRB3,0.0010571388151025788
PLIN5,0.0010550842189504946
COL6A3,0.0010516387616964819
CXCL3,0.0010511310922781706
LRP1B,0.0010441942368329866
LRRC6,0.0010141864425928233
TMEFF2,0.0009940256873346106
RNF165,0.0009861101553965404
PRELP,0.000977406473142623
FGL2,0.0009761815099901609
HNMT,0.0009692099849900627
RXFP1,0.0009657545239994857
LFNG,0.0009656053626020036
SLC9C2,0.0009628873782615171
DLC1,0.0009566458171998296
CEP55,0.0009503443690504839
GPR1,0.0009335022467709471
SLC15A5,0.0009304444324682632
LNCAROD,0.0009256428953113308
SOS1,0.0009225615920234378
FRAS1,0.0009221466505041815
IL20RB,0.0009209275085413663
C7,0.0009179151944257209
ICA1,0.0009163295526003546
MARC1,0.0009133620495643531
KIRREL3,0.0009115135772242504
MYMX,0.0009105293818778008
ADGRB1,0.0009103581064305546
CCDC140,0.0009072720938025618
RGS4,0.000901075313873642
INSC,0.0008967913556326327
RIMS1,0.0008846882706946154
P4HA1,0.0008818447917459752
IL34,0.0008752373005665491
SLC27A6,0.0008712077423333571
PFKFB4,0.0008577479150560766
DRAIC,0.0008569279549932693
ID3,0.0008568624009209627
SGO1-AS1,0.0008463923732369082
ADH7,0.0008421837502893774
NCKAP5,0.0008411049908861409
STIM2-AS1,0.0008231473867314811
TSBP1-AS1,0.0008187901454588395
KCNQ3,0.0008182963778920628
COL3A1,0.0008087089730337625
CYB5A,0.0008073134234102961
ERO1B,0.0008017528602004423
SAA2,0.0007981629012503361
PARVG,0.0007924567786084766
GSN,0.0007888089592244897
SCG5,0.0007786241707194652
IPCEF1,0.0007764225105228091
CHL1,0.0007701827646667075
STK26,0.0007683656690509622
ASPM,0.000762042799174662
SULF1,0.0007606877391411957
HS6ST3,0.0007476340769098561
KCNJ15,0.0007410253074692336
AGBL4,0.0007310666067651333
SERPINA3,0.0007262066870409011
SYBU,0.0007233902164290424
PPP1R13B,0.000716477561734789
ALPK3,0.0007157444137551402
WDR93,0.0007155939485124302
CDC20,0.0006987886172123103
FABP2,0.0006968063459318557
GREB1L,0.0006939402066776656
CCND2,0.0006877435102791094
TAFA1,0.0006784734731168826
GDF15,0.000677281471371921
HS3ST2,0.0006680011720410123
KIAA0040,0.0006605784700849783
KCNMB2-AS1,0.0006540272351012614
AMN,0.000649375196980791
AF131216.4,0.0006477563745652515
EMCN,0.0006408511122604638
CYP4F22,0.0006400722350283371
C5orf66,0.0006346229985267046
NPTX2,0.0006331119414113026
SLC35F4,0.0006277503829494042
CYTL1,0.0006253020048896879
CYP3A5,0.0006172842835842212
MARCH10,0.0006169539152252302
WARS2-IT1,0.000616943849893389
NMNAT3,0.0006112315133072226
CDH22,0.0006066007814333647
CA4,0.0005984423770811826
TYMS,0.0005910766427179777
TNFRSF6B,0.0005823295405240757
ACSM2A,0.0005754534440952436
SAT1,0.0005736697862138857
DMKN,0.0005645510454805975
ENPEP,0.0005596350256008458
CFD,0.0005530201655144019
KLHDC9,0.0005528395179238871
TMTC1,0.0005514358811706287
KRT79,0.0005492430067601402
ANLN,0.000549014008468559
C8orf37-AS1,0.0005476085740847027
KRT16,0.0005471852738601254
TRPM1,0.0005460462634731902
PLIN2,0.0005448379834943848
CHIA,0.0005434801572793543
LONRF2,0.0005378085803068108
PPFIA2,0.0005348954500208305
H19,0.0005337292035784571
GPX3,0.0005295887345927527
GRIA1,0.0005257381966118331
OASL,0.0005247425771645495
TNIK,0.0005234755813673229
ALDH1L1,0.000506539632798104
FYB1,0.0004982338391369048
BNIP3,0.0004961031178661163
PCSK1N,0.0004929845218227663
AKR1C2,0.0004911343954441412
CCL8,0.0004808811078910479
GABBR2,0.00047762509510859203
RGS7,0.0004729554641043186
BEX5,0.000471415944491719
TK1,0.0004690165407887019
ZNF704,0.00046600691621620445
ADAMTS17,0.0004653632826795284
STPG4,0.00046192268041789084
NUP210L,0.00046125427056798634
AXDND1,0.00045988939683038317
LIPM,0.0004586647713286001
GRIN2A,0.00045394849052331595
RORB,0.0004485542994182432
FPR1,0.0004462927531165969
PCLAF,0.0004415411131182599
MIR4300HG,0.0004404939252092916
ZNF804A,0.0004381946886107689
FGF10,0.0004371523868713592
MYO3B,0.00043517787436315547
CAV1,0.00043094955455871007
PTPRD,0.000429829919495574
SPARC,0.00042794259601380136
IGSF11,0.0004216887538561367
KCNH1,0.0004104711145751677
DRICH1,0.00040635365356389477
TNFRSF11B,0.00040377092027527576
COL6A6,0.0004035044774786294
ADAM22,0.00039717696496245316
FRZB,0.0003970525752442294
RIMS2,0.00039684571914309045
KLHL4,0.000394752257355262
PWWP3B,0.0003946782293111706
HSPA5,0.00038983560852319326
SDK1,0.00038240154539805976
LIMCH1,0.00037475770986300164
TENM2,0.0003721653674415981
SGCZ,0.0003694263044039191
NEAT1,0.0003677355382656526
NEB,0.00035954713171025863
PTCHD1-AS,0.0003431076736268942
DAZL,0.0003416868755170487
ITIH5,0.00033962403007355016
STMN3,0.00033952817924121466
SOX18,0.0003387212290874447
C1orf143,0.00033423731492108534
ABCA13,0.0003316108270472768
DNAH12,0.00033059524047578267
GAL,0.0003274311617722792
KCNMB4,0.0003272011110709011
CXCL8,0.0003265526603547936
GRM8,0.00032418416685151897
MYOCOS,0.0003233401184526785
COL15A1,0.0003233111653073584
MIR3945HG,0.0003201331450074188
BIRC5,0.00031791645159644406
ABCA3,0.0003128290062487087
RASSF2,0.0003049098127065413
SUSD2,0.0003039482387934834
CASC15,0.00030373683911193107
MGARP,0.0003008363345937895
PTPRQ,0.00029790449965890245
GNA14,0.00029371878169506913
CFAP58,0.00029305422446581573
PSG5,0.00029240418131955596
MGAM,0.0002898651709208292
UBE2C,0.00028878506927931867
ENPP3,0.0002886696882307183
TAGLN3,0.00028835215550234854
KCNMB2,0.00028686896715855574
CCR7,0.00028616371391035876
SLC4A11,0.00028588078640044473
SAMSN1,0.00028138147047307346
TMC4,0.00028005769573599486
PARD3-AS1,0.00027985655494673693
PPP1R14A,0.00027777949555797
UHRF1,0.0002746503789086488
ABCG1,0.00027363903415860287
GNGT1,0.0002669771440176062
AF241725.1,0.00026505049318445846
CCDC178,0.00026465491476927163
NOXA1,0.0002632279523228261
RAMP3,0.0002591621014801135
BIRC3,0.0002556748132870002
PIEZO2,0.0002543542827817337
ROS1,0.00025346681038787225
STMN2,0.00025203641589050034
ADAMTS3,0.00025182815677086083
CDH3,0.0002509523627741768
COL23A1,0.0002496790371937623
FAM222A,0.0002482704051667719
USP12-AS2,0.0002446515725322403
FGF14,0.00024184065255804195
MIR2052HG,0.0002391820296375748
BCL11B,0.00023875457492461956
MED12L,0.00023862868996773543
IL32,0.0002341407101451265
COL4A5,0.00023130209145130756
TRPC4,0.00022977930563512558
DUSP15,0.00022820628519663866
WNT4,0.00022779175765377327
CADM2,0.00022764582889906682
ESCO2,0.00022658571245921796
RRM2,0.00021963895856131325
DMD,0.00021957660037342177
NPSR1-AS1,0.0002178565857725428
CDH20,0.00021314977372219733
KRT19,0.0002122847086342049
POU3F1,0.00021152654681795303
DDX39B-AS1,0.00020988086061350046
TBATA,0.00020848706479842944
ATP1A4,0.00020751106485983074
HVCN1,0.00020703073625503134
MGP,0.00020235950616272045
CD96,0.0002004445616956683
MIR3681HG,0.00020030943543339282
SAMD12,0.0001985005673794662
ABCB1,0.0001963092954507467
SIPA1L2,0.00019621835614166868
WDR49,0.00019610669147275515
GRID2,0.00019536274159850722
ERBB4,0.00019477135058917693
SPC25,0.00019346292215600237
NPAS3,0.00018809100639792032
PPP2R2B,0.0001853785160227856
TPPP3,0.00018216827243789242
SNCAIP,0.00018173457693498207
TFEC,0.00018142461784940292
GPC5,0.0001805525828146209
PTPRT,0.0001797597852707961
ZPLD1,0.0001777699001566396
PLXDC1,0.00017476691333346263
RRAD,0.0001722139145511636
PTPRN2,0.00017208389903762433
CA9,0.00017189471197933786
PTP4A1,0.00017113578341311375
LYPD1,0.00017085750703970006
NYNRIN,0.00017072671299164793
TRAF3IP3,0.00017051843606053667
FTH1,0.0001693306612225442
SLC44A5,0.00016929953172181212
MMP7,0.0001661443240123078
TMEM132C,0.00016569009017659944
SCN1A-AS1,0.0001655802086690597
GATA3,0.00016057604612903934
TCHH,0.00016013407454982452
PSG4,0.00015950040200414119
PLEKHA6,0.00015927283103203276
HEY1,0.0001590323975856013
LAMB4,0.0001560047891556078
GAP43,0.0001548310810736684
DEPDC1,0.00015357362643286644
CCL11,0.00015185176194617938
EEF1A1,0.00014946999420429935
OLFML2A,0.000148410699913779
CACNA1B,0.00014739855517875502
ELF3-AS1,0.00014736236759451334
MT-CO1,0.00014734028575763292
KRTAP13-4,0.00014528130248821656
CNTNAP4,0.00014447296969773442
MT-CO2,0.00014397129526466085
MROH2B,0.0001439553508738151
CHODL,0.00014375326782247307
CD34,0.00014301224214385185
NPTX1,0.00014162310702436768
MT-CO3,0.00014133093525492147
MOGAT1,0.00013950847241242466
PCBP3,0.00013853283973961958
LIPG,0.00013685301188590503
IL19,0.0001360713878127341
OTOGL,0.00013601498574957436
CD38,0.00013396369773995188
RCAN2,0.00013255058297093387
KEL,0.000130455385913875
MGAT4C,0.00012985291590484024
C8orf87,0.0001298117853132234
MYBPC1,0.00012820809423737454
CCDC170,0.00012655447761953482
FGF10-AS1,0.00012530584648270515
DDO,0.0001252840921053117
IL1RAPL1,0.00012522913061882612
MMP3,0.00012322661015953736
PARAL1,0.0001231293109436379
CCL20,0.00012281032668052302
HAS1,0.0001223375032646301
SULT1A1,0.00012203925879879015
